Country,Cost of Living Index,Rent Index,Cost of Living Plus Rent Index,Groceries Index,Restaurant Price Index,Local Purchasing Power Index,year,Continent
Saudi Arabia,56.23333333333333,14.733333333333334,36.300000000000004,56.76666666666667,31.833333333333332,149.06666666666666,2016,Asia
Serbia,32.93333333333334,6.533333333333334,20.233333333333334,25.566666666666666,25.866666666666664,49.43333333333334,2016,Europe
Singapore,83.7,73.9,79.0,75.8,53.8,110.5,2016,Asia
Slovakia,48.599999999999994,17.5,33.65,44.2,35.05,69.25,2016,Europe
Slovenia,52.65,13.450000000000001,33.8,42.65,41.0,87.0,2016,Europe
South Africa,34.519999999999996,13.64,24.48,29.32,30.26,130.28,2016,Africa
South Korea,80.0,32.7,57.3,89.9,48.650000000000006,119.5,2016,Asia
Spain,55.46,19.080000000000002,37.980000000000004,46.63,53.56,106.05999999999999,2016,Europe
Sri Lanka,38.1,11.9,25.5,42.0,24.7,27.0,2016,Asia
Sweden,74.525,27.7,52.025,67.025,75.825,136.525,2016,Europe
Switzerland,124.38571428571429,56.857142857142854,91.92857142857143,124.02857142857142,123.0,179.54285714285714,2016,Europe
Syria,31.1,9.2,20.6,27.7,28.9,26.1,2016,Asia
Taiwan,53.8,14.299999999999999,34.849999999999994,62.300000000000004,24.5,102.85,2016,Asia
Tanzania,57.5,31.3,44.9,51.4,41.3,41.8,2016,Africa
Thailand,43.475,17.55,31.0,48.225,23.725,43.2,2016,Asia
Tunisia,34.1,7.8,21.5,33.0,23.9,39.6,2016,Africa
Turkey,44.46,9.2,27.52,40.56,30.580000000000002,69.82000000000001,2016,Asia
Ukraine,28.639999999999997,9.4,19.42,22.759999999999998,22.2,28.32,2016,Europe
United Arab Emirates,63.166666666666664,58.73333333333333,61.06666666666666,55.800000000000004,57.0,143.13333333333333,2016,Asia
United Kingdom,81.3625,36.645833333333336,59.87916666666666,70.03333333333333,85.67083333333333,121.54166666666667,2016,Europe
United States,76.31979166666666,40.26770833333333,58.996874999999996,79.65520833333333,69.29270833333334,142.15520833333332,2016,North America
Uruguay,57.0,16.3,37.5,47.6,52.0,52.0,2016,South America
Uzbekistan,45.8,12.8,29.9,40.8,29.9,29.7,2016,Asia
Vietnam,42.0,14.700000000000001,28.85,41.35,20.1,28.0,2016,Asia
Zambia,55.5,31.9,44.1,40.9,31.9,149.9,2016,Africa
Zimbabwe,55.2,15.8,36.3,42.8,48.3,34.9,2016,Africa
Albania,33.5,9.3,21.9,26.7,25.4,33.2,2017,Europe
Algeria,36.3,9.6,23.5,36.1,26.2,35.5,2017,Africa
Argentina,54.7,15.1,35.7,45.9,53.5,56.9,2017,South America
Armenia,34.6,10.9,23.2,26.6,32.4,33.3,2017,Asia
Australia,80.2909090909091,41.13636363636363,61.51818181818182,77.42727272727274,76.60909090909091,108.93636363636364,2017,Oceania
Austria,66.15,25.85,46.85,58.0,62.849999999999994,105.9,2017,Europe
Azerbaijan,28.6,11.0,20.1,24.0,30.1,30.6,2017,Asia
Bahamas,103.2,40.0,72.9,96.2,91.5,40.4,2017,North America
Bahrain,58.3,30.9,45.2,53.7,52.4,101.2,2017,Asia
Bangladesh,37.3,6.7,22.7,33.0,26.5,38.6,2017,Asia
Belarus,34.7,12.6,24.1,28.2,37.9,36.4,2017,Europe
Belgium,79.4,26.85,54.225,75.075,80.80000000000001,89.1,2017,Europe
Bermuda,141.8,113.4,128.2,131.8,151.4,96.5,2017,North America
Bosnia And Herzegovina,36.150000000000006,7.2,22.25,29.8,25.85,50.05,2017,
Brazil,54.08888888888889,16.266666666666666,35.955555555555556,42.84444444444445,43.28888888888889,44.72222222222222,2017,South America
Bulgaria,36.46666666666667,8.233333333333333,22.96666666666667,31.066666666666666,30.166666666666668,48.86666666666667,2017,Europe
Cambodia,50.3,19.9,35.7,54.2,24.4,20.6,2017,Asia
Canada,70.9,28.636,50.64,69.892,65.908,108.404,2017,North America
Chile,53.6,18.0,36.5,47.0,51.4,56.3,2017,South America
China,50.575,31.275,41.35,52.475,35.025,72.42500000000001,2017,Asia
Colombia,34.36666666666667,10.0,22.7,29.666666666666668,25.099999999999998,37.199999999999996,2017,South America
Costa Rica,62.2,21.6,42.7,63.3,48.4,44.7,2017,North America
Croatia,48.325,10.4,30.15,40.9,38.05,57.099999999999994,2017,Europe
Cyprus,59.05,15.600000000000001,38.25,49.650000000000006,65.25,97.5,2017,Europe
Czech Republic,40.35,13.625,27.549999999999997,36.075,28.075,76.4,2017,
Denmark,83.96666666666667,32.9,59.5,64.06666666666666,100.46666666666665,102.06666666666666,2017,Europe
Dominican Republic,53.6,13.6,34.4,47.7,43.8,25.8,2017,North America
Ecuador,48.56666666666666,13.4,31.73333333333333,47.1,34.800000000000004,36.43333333333334,2017,South America
Egypt,22.8,5.2,14.3,19.1,19.2,28.1,2017,Africa
El Salvador,48.0,10.2,29.9,43.9,37.8,28.9,2017,North America
Estonia,49.8,14.5,32.9,37.35,50.75,71.15,2017,Europe
Ethiopia,47.0,20.8,34.5,39.7,23.9,15.5,2017,Africa
Finland,76.76666666666667,28.166666666666668,53.5,65.23333333333333,83.83333333333333,109.8,2017,Europe
France,72.46666666666667,25.616666666666664,50.03333333333333,66.36666666666666,69.85000000000001,105.66666666666667,2017,Europe
Georgia,28.0,8.9,18.9,22.6,26.9,32.2,2017,Asia
Germany,67.56,26.84,48.05333333333333,51.99333333333333,64.17333333333333,122.3,2017,Europe
Ghana,66.2,49.1,58.0,61.6,46.5,13.3,2017,Africa
Greece,55.375,10.05,33.625,44.6,54.725,58.974999999999994,2017,Europe
Guatemala,45.9,16.5,31.8,41.5,35.6,48.2,2017,North America
Hong Kong (China),80.0,84.1,81.9,81.9,54.9,81.5,2017,
Hungary,43.9,15.0,30.0,34.4,33.1,52.3,2017,Europe
Iceland,111.6,49.7,81.9,104.2,120.4,77.4,2017,Europe
India,25.9,6.7555555555555555,16.737037037037037,26.35925925925926,17.599999999999998,73.18888888888888,2017,Asia
Indonesia,43.53333333333333,15.033333333333333,29.900000000000002,48.73333333333333,22.633333333333336,28.3,2017,Asia
Iran,42.1,21.7,32.3,37.7,33.8,39.9,2017,Asia
Iraq,61.1,18.5,40.6,43.8,59.2,41.3,2017,Asia
Ireland,77.775,34.025,56.825,67.075,77.525,109.075,2017,Europe
Israel,78.69999999999999,29.974999999999998,55.35,64.95,85.425,90.025,2017,Asia
Italy,77.07222222222222,22.927777777777777,51.13333333333333,67.01666666666667,76.35,65.25555555555555,2017,Europe
Jamaica,65.4,15.7,41.6,65.7,38.0,36.1,2017,North America
Japan,91.0,41.9,67.4,94.8,55.9,98.6,2017,Asia
Jordan,61.8,13.9,38.8,53.7,57.3,41.7,2017,Asia
Kazakhstan,32.7,13.1,23.3,26.2,33.8,49.6,2017,Asia
Kenya,42.4,14.2,28.9,39.8,34.5,28.6,2017,Africa
Kuwait,91.4,39.1,66.3,107.5,52.7,77.0,2017,Asia
Latvia,49.2,12.9,31.8,36.6,45.6,52.0,2017,Europe
Lebanon,64.3,36.7,51.1,48.0,60.9,51.8,2017,Asia
Libya,49.1,19.9,35.1,47.8,34.5,51.8,2017,Africa
Lithuania,46.7,12.45,30.299999999999997,36.15,40.45,52.1,2017,Europe
Luxembourg,79.8,51.2,66.1,64.8,94.2,117.1,2017,Europe
Malaysia,42.78,11.2,27.619999999999997,47.739999999999995,21.2,68.84,2017,Asia
Maldives,61.2,32.1,47.2,60.5,42.7,29.0,2017,Asia
Malta,68.7,29.8,50.1,61.5,75.6,77.2,2017,Europe
Mexico,31.642857142857142,9.37142857142857,20.97142857142857,29.728571428571428,27.957142857142856,59.67142857142857,2017,North America
Moldova,28.9,8.5,19.1,22.6,20.5,29.5,2017,Europe
Mongolia,57.2,29.8,44.0,56.7,31.5,22.4,2017,Asia
Montenegro,39.0,11.3,25.7,30.9,32.5,49.6,2017,Europe
Morocco,39.05,12.850000000000001,26.5,35.0,24.95,42.55,2017,Africa
Nepal,32.4,4.4,19.0,29.3,18.5,24.5,2017,Asia
Netherlands,73.3375,32.4,53.7,59.35,80.7875,99.6875,2017,Europe
New Zealand,81.375,33.6,58.475,73.4,77.275,104.625,2017,Oceania
Nigeria,42.5,19.4,31.4,38.6,23.1,29.8,2017,Africa
North Macedonia,34.5,8.1,21.9,27.8,26.1,39.7,2017,Europe
Norway,108.825,41.55,76.6,99.8,119.94999999999999,103.30000000000001,2017,Europe
Oman,54.4,32.6,43.9,48.9,59.2,119.4,2017,Asia
Pakistan,31.73333333333333,7.3999999999999995,20.099999999999998,28.633333333333336,24.5,41.86666666666667,2017,Asia
Panama,64.2,37.4,51.4,65.8,56.6,35.1,2017,North America
Paraguay,34.1,9.9,22.5,28.2,26.1,38.8,2017,South America
Peru,43.0,19.8,31.9,39.5,31.0,44.4,2017,South America
Philippines,38.55,12.083333333333334,25.866666666666664,37.550000000000004,21.96666666666667,37.78333333333333,2017,Asia
Poland,37.86,13.430000000000001,26.139999999999997,29.79,30.610000000000003,69.6,2017,Europe
Portugal,48.25,15.775,32.7,38.8,38.5,65.25,2017,Europe
Puerto Rico,72.4,27.0,50.7,67.3,71.9,79.2,2017,North America
Qatar,69.0,67.1,68.1,55.4,72.4,111.7,2017,Asia
Romania,35.61666666666667,9.6,23.150000000000002,29.45,29.28333333333333,50.916666666666664,2017,Europe
Russia,40.86,17.14,29.5,33.54,41.2,50.68,2017,Europe
Rwanda,41.3,13.7,28.1,32.7,28.2,27.3,2017,Africa
Saudi Arabia,54.0,15.15,35.375,52.574999999999996,32.575,131.2,2017,Asia
Serbia,35.3,8.2,22.299999999999997,26.049999999999997,29.75,39.8,2017,Europe
Singapore,82.4,70.2,76.6,71.7,58.3,92.7,2017,Asia
Slovakia,46.35,17.05,32.3,41.55,31.65,63.45,2017,Europe
Slovenia,58.7,17.7,39.1,48.2,48.7,72.2,2017,Europe
South Africa,43.333333333333336,19.266666666666666,31.8,36.233333333333334,39.5,98.73333333333333,2017,Africa
South Korea,79.19999999999999,28.55,54.9,94.15,47.2,96.75,2017,Asia
Spain,56.57000000000001,19.78,38.94,46.95,53.52,85.87,2017,Europe
Sri Lanka,38.2,12.2,25.8,39.8,21.6,24.9,2017,Asia
Sweden,75.1,30.675,53.8,67.7,78.175,115.125,2017,Europe
Switzerland,123.91428571428571,57.68571428571429,92.17142857142858,122.88571428571429,122.34285714285714,109.25714285714285,2017,Europe
Taiwan,60.1,15.75,38.85,70.95,27.05,132.15,2017,Asia
Tanzania,56.2,32.3,44.7,43.1,37.1,25.3,2017,Africa
Thailand,46.475,16.45,32.075,52.85,24.0,38.5,2017,Asia
Tunisia,30.9,7.2,19.5,29.2,20.6,38.5,2017,Africa
Turkey,37.42,8.440000000000001,23.52,32.82000000000001,26.939999999999998,60.5,2017,Asia
Ukraine,26.083333333333332,8.450000000000001,17.633333333333336,19.716666666666665,19.883333333333333,27.883333333333336,2017,Europe
United Arab Emirates,66.63333333333334,58.86666666666667,62.9,55.93333333333334,57.93333333333334,121.89999999999999,2017,Asia
United Kingdom,69.1076923076923,30.79615384615385,50.74230769230769,57.51153846153846,75.32307692307693,99.61153846153846,2017,Europe
United States,77.53750000000001,42.375,60.691071428571426,78.9375,72.95089285714286,121.78750000000001,2017,North America
Uruguay,70.2,19.3,45.8,56.5,67.8,32.4,2017,South America
Venezuela,38.8,9.5,24.8,39.2,38.6,3.0,2017,South America
Vietnam,42.8,17.6,30.75,42.05,22.3,27.15,2017,Asia
Zimbabwe,52.5,15.4,34.7,42.5,42.3,26.5,2017,Africa
Albania,39.3,10.0,25.2,31.8,32.1,38.0,2018,Europe
Algeria,37.1,8.6,23.4,38.4,22.9,33.4,2018,Africa
Argentina,56.0,15.6,36.5,48.2,56.5,60.0,2018,South America
Armenia,34.1,9.4,22.2,27.7,31.8,32.5,2018,Asia
Australia,83.2909090909091,42.67272727272727,63.709090909090904,80.16363636363636,81.7090909090909,123.2,2018,Oceania
Austria,82.83333333333333,29.766666666666666,57.26666666666667,78.66666666666667,75.53333333333335,100.13333333333333,2018,Europe
Azerbaijan,31.3,9.6,20.9,27.9,32.3,29.2,2018,Asia
Bahamas,99.7,40.4,71.1,85.3,104.2,58.7,2018,North America
Bahrain,59.0,30.7,45.3,57.6,54.8,67.6,2018,Asia
Bangladesh,33.6,6.8,20.7,31.9,23.5,37.7,2018,Asia
Belarus,35.3,11.3,23.7,28.6,38.1,43.8,2018,Europe
Belgium,85.575,30.075,58.825,75.9,94.675,95.8,2018,Europe
Bermuda,145.4,110.9,128.8,143.5,158.8,112.3,2018,North America
Bolivia,36.1,14.3,25.6,29.4,29.2,57.6,2018,South America
Bosnia And Herzegovina,41.15,8.95,25.65,34.05,30.25,50.05,2018,
Brazil,53.32000000000001,15.05,34.88,41.510000000000005,43.99,42.57,2018,South America
Bulgaria,41.625,9.15,25.950000000000003,36.525,33.975,53.65,2018,Europe
Cambodia,49.2,17.4,33.9,53.7,24.6,26.4,2018,Asia
Canada,73.48928571428571,29.939285714285713,52.489285714285714,71.92857142857143,69.98214285714286,115.52857142857144,2018,North America
Chile,56.8,17.8,38.0,48.2,55.3,50.6,2018,South America
China,45.73333333333333,25.25,35.833333333333336,47.050000000000004,32.43333333333333,79.2,2018,Asia
Colombia,35.96666666666667,11.200000000000001,24.03333333333333,30.733333333333334,26.96666666666667,37.0,2018,South America
Costa Rica,60.5,19.3,40.6,61.0,49.5,48.9,2018,North America
Croatia,56.125,12.375,35.050000000000004,47.6,46.25,56.800000000000004,2018,Europe
Cuba,62.7,12.0,38.3,41.4,28.2,1.9,2018,North America
Cyprus,63.23333333333333,17.599999999999998,41.233333333333334,51.866666666666674,70.60000000000001,88.96666666666665,2018,Europe
Czech Republic,48.724999999999994,17.025,33.45,43.5,34.85,77.225,2018,
Denmark,93.56666666666666,37.43333333333333,66.5,74.26666666666667,108.36666666666667,109.7,2018,Europe
Dominican Republic,49.1,12.5,31.4,42.3,46.4,28.8,2018,North America
Ecuador,45.56666666666666,12.666666666666666,29.733333333333334,43.03333333333334,33.233333333333334,37.96666666666667,2018,South America
Egypt,25.15,4.85,15.350000000000001,23.2,20.1,24.5,2018,Africa
El Salvador,50.3,12.8,32.2,51.3,37.3,28.6,2018,North America
Estonia,58.0,16.05,37.75,43.849999999999994,58.35,74.6,2018,Europe
Ethiopia,50.3,24.4,37.8,43.6,22.5,13.6,2018,Africa
Finland,85.73333333333333,31.666666666666668,59.666666666666664,72.5,94.06666666666666,116.76666666666667,2018,Europe
France,84.1625,29.2,57.65,78.125,81.275,100.4125,2018,Europe
Georgia,29.7,10.6,20.5,24.6,29.2,35.6,2018,Asia
Germany,75.40555555555555,29.849999999999998,53.43888888888889,59.62222222222223,71.63888888888889,128.19444444444446,2018,Europe
Ghana,61.9,32.3,47.6,60.1,40.1,14.1,2018,Africa
Greece,62.333333333333336,11.666666666666666,37.86666666666667,50.0,60.03333333333333,55.4,2018,Europe
Guatemala,47.0,15.5,31.8,43.6,37.2,41.4,2018,North America
Hong Kong (China),78.7,79.5,79.1,83.5,56.2,82.9,2018,
Hungary,47.95,14.200000000000001,31.65,39.25,36.7,52.0,2018,Europe
Iceland,123.8,57.2,91.7,118.2,133.2,88.9,2018,Europe
India,27.650000000000002,6.946428571428571,17.660714285714285,28.592857142857145,19.25,75.20714285714287,2018,Asia
Indonesia,40.85,8.799999999999999,25.400000000000002,45.416666666666664,20.05,35.0,2018,Asia
Iran,37.8,19.9,29.2,34.4,30.9,43.3,2018,Asia
Iraq,47.6,14.350000000000001,31.55,41.0,42.55,50.650000000000006,2018,Asia
Ireland,86.42500000000001,41.1,64.575,74.725,88.025,96.925,2018,Europe
Israel,86.15,36.9,62.375,71.25,93.575,104.625,2018,Asia
Italy,79.9090909090909,27.172727272727272,54.49090909090909,69.9090909090909,82.99090909090908,76.91818181818182,2018,Europe
Japan,90.86666666666667,28.53333333333333,60.800000000000004,99.10000000000001,52.86666666666667,97.96666666666665,2018,Asia
Jordan,58.5,14.6,37.3,49.6,55.6,41.8,2018,Asia
Kazakhstan,36.75,13.3,25.450000000000003,30.700000000000003,37.15,43.65,2018,Asia
Kenya,42.1,12.3,27.7,40.4,34.3,27.9,2018,Africa
Kosovo (Disputed Territory),29.2,9.4,19.7,26.0,22.8,64.6,2018,
Latvia,54.9,15.2,35.8,42.6,51.1,53.8,2018,Europe
Lebanon,65.0,35.0,50.5,47.5,66.6,52.7,2018,Asia
Lithuania,53.0,13.966666666666667,34.166666666666664,42.4,47.46666666666667,57.833333333333336,2018,Europe
Luxembourg,95.4,61.6,79.1,82.7,109.6,127.4,2018,Europe
Malaysia,48.15714285714286,11.671428571428573,30.557142857142857,55.07142857142857,24.214285714285715,61.199999999999996,2018,Asia
Malta,78.9,36.2,58.3,69.3,89.2,74.9,2018,Europe
Mexico,34.57,10.309999999999999,22.869999999999997,32.190000000000005,31.29,61.25,2018,North America
Moldova,34.1,9.4,22.1,27.6,25.5,31.4,2018,Europe
Mongolia,38.1,11.3,25.2,37.2,25.6,33.7,2018,Asia
Montenegro,44.7,11.1,28.5,35.6,37.8,51.8,2018,Europe
Morocco,40.2,14.95,28.0,35.55,28.200000000000003,46.3,2018,Africa
Mozambique,45.3,18.6,32.4,36.6,41.9,33.1,2018,Africa
Namibia,51.8,23.1,38.0,47.8,43.7,55.5,2018,Africa
Nepal,36.1,5.8,21.5,33.2,21.9,23.7,2018,Asia
Netherlands,82.28571428571429,38.385714285714286,61.114285714285714,67.41428571428571,90.71428571428571,106.64285714285714,2018,Europe
New Zealand,84.1,36.125,60.949999999999996,78.45,77.075,109.15,2018,Oceania
North Macedonia,38.5,9.3,24.4,30.7,29.1,42.0,2018,Europe
Norway,115.575,42.949999999999996,80.57499999999999,105.95,130.5,107.15,2018,Europe
Oman,51.2,25.4,38.8,46.8,51.6,103.5,2018,Asia
Pakistan,29.133333333333336,7.666666666666667,18.766666666666666,26.96666666666667,23.833333333333332,44.56666666666666,2018,Asia
Panama,57.2,32.5,45.3,56.5,52.9,38.2,2018,North America
Paraguay,36.2,10.7,23.9,30.9,27.6,34.7,2018,South America
Peru,43.9,17.9,31.4,39.9,31.5,39.6,2018,South America
Philippines,39.75,12.833333333333334,26.78333333333333,39.35,21.983333333333334,34.333333333333336,2018,Asia
Poland,45.49090909090909,16.28181818181818,31.40909090909091,36.345454545454544,37.981818181818184,70.97272727272727,2018,Europe
Portugal,55.1,19.0,37.68,45.78,43.56,64.34,2018,Europe
Puerto Rico,68.8,26.1,48.2,66.2,57.7,116.2,2018,North America
Qatar,66.1,66.8,66.5,58.0,65.8,120.9,2018,Asia
Romania,39.32222222222222,10.088888888888889,25.211111111111112,32.81111111111111,32.47777777777778,57.46666666666667,2018,Europe
Russia,42.642857142857146,16.47142857142857,30.014285714285712,36.17142857142857,42.57142857142857,49.07142857142857,2018,Europe
Rwanda,37.2,11.9,25.0,31.3,27.3,28.2,2018,Africa
Saudi Arabia,49.575,14.825,32.8,42.975,33.85,127.025,2018,Asia
Serbia,40.06666666666666,8.5,24.833333333333332,31.066666666666663,32.666666666666664,42.43333333333334,2018,Europe
Singapore,91.4,71.9,82.0,83.6,64.4,95.9,2018,Asia
Slovakia,55.333333333333336,19.966666666666665,38.266666666666666,49.4,43.23333333333333,59.6,2018,Europe
Slovenia,65.5,20.6,43.8,54.8,57.7,74.7,2018,Europe
South Africa,48.82,19.34,34.620000000000005,41.06,45.42,97.78,2018,Africa
South Korea,87.6,37.2,63.3,107.1,50.9,107.5,2018,Asia
Spain,62.57272727272727,23.0,43.49090909090909,53.17272727272727,60.845454545454544,87.64545454545454,2018,Europe
Sri Lanka,37.7,9.9,24.3,42.0,22.7,27.6,2018,Asia
Sweden,82.82000000000001,31.98,58.32000000000001,76.17999999999999,88.02,116.75999999999999,2018,Europe
Switzerland,130.08333333333334,56.050000000000004,94.36666666666667,132.23333333333332,127.76666666666667,128.86666666666667,2018,Europe
Taiwan,66.2,15.0,41.5,81.03333333333333,30.266666666666666,99.73333333333333,2018,Asia
Tanzania,49.7,24.6,37.6,34.8,33.6,18.9,2018,Africa
Thailand,51.025,17.875,35.025,57.675,27.0,40.475,2018,Asia
Tunisia,30.1,7.4,19.1,29.5,18.2,34.3,2018,Africa
Turkey,41.2,9.040000000000001,25.68,36.3,30.119999999999997,55.239999999999995,2018,Asia
Uganda,34.1,7.6,21.3,28.0,26.6,23.4,2018,Africa
Ukraine,26.78,9.120000000000001,18.279999999999998,20.919999999999998,21.0,30.080000000000002,2018,Europe
United Arab Emirates,65.66666666666667,53.666666666666664,59.833333333333336,55.46666666666667,59.03333333333334,126.06666666666666,2018,Asia
United Kingdom,76.88148148148149,33.93333333333334,56.17407407407408,63.65555555555556,83.9074074074074,107.11111111111111,2018,Europe
United States,74.82631578947368,40.66315789473684,58.348872180451124,76.58045112781956,72.26165413533835,124.07819548872182,2018,North America
Uruguay,67.2,21.1,45.0,54.3,70.9,35.7,2018,South America
Venezuela,33.6,9.6,22.1,35.0,30.8,3.7,2018,South America
Vietnam,40.599999999999994,16.7,29.049999999999997,41.25,21.9,32.0,2018,Asia
Zimbabwe,50.7,14.2,33.1,45.4,36.2,26.9,2018,Africa
Albania,37.6,9.9,24.3,29.7,29.5,33.8,2019,Europe
Algeria,33.1,7.9,21.0,34.4,21.2,32.9,2019,Africa
Argentina,35.3,10.6,23.4,28.6,34.0,53.5,2019,South America
Armenia,32.6,9.9,21.7,25.6,32.7,33.7,2019,Asia
Australia,71.4875,36.949999999999996,54.9125,65.3875,72.3875,128.625,2019,Oceania
Austria,73.03333333333333,26.633333333333336,50.76666666666667,67.46666666666665,69.33333333333333,96.0,2019,Europe
Azerbaijan,29.7,9.2,19.8,24.3,32.2,31.6,2019,Asia
Bahrain,56.0,28.6,42.8,50.7,53.0,70.9,2019,Asia
Bangladesh,33.9,6.0,20.5,31.0,20.4,38.4,2019,Asia
Belarus,33.4,10.3,22.3,27.9,36.1,46.0,2019,Europe
Belgium,72.625,26.65,50.575,59.3,82.675,94.225,2019,Europe
Bolivia,38.55,12.1,25.9,31.9,31.0,45.25,2019,South America
Bosnia And Herzegovina,37.7,8.0,23.45,30.1,26.2,46.9,2019,
Brazil,44.27777777777778,12.211111111111112,28.88888888888889,32.2,38.144444444444446,40.34444444444445,2019,South America
Bulgaria,37.675,8.9,23.85,32.125,31.175,52.175,2019,Europe
Cambodia,47.4,18.0,33.3,46.4,25.7,16.4,2019,Asia
Canada,65.57222222222222,29.772222222222222,48.37222222222223,63.0,62.68333333333333,111.65555555555555,2019,North America
Chile,50.6,16.8,34.4,42.1,52.4,52.1,2019,South America
China,42.38,23.380000000000003,33.260000000000005,42.62,31.96,74.16,2019,Asia
Colombia,30.875,9.1,20.4,25.0,23.2,36.575,2019,South America
Costa Rica,54.5,16.7,36.4,52.2,46.8,47.0,2019,North America
Croatia,49.4,11.4,31.175,40.55,42.2,56.6,2019,Europe
Cyprus,59.63333333333333,19.433333333333334,40.333333333333336,49.0,64.63333333333334,70.0,2019,Europe
Czech Republic,45.025,16.2,31.175,38.8,34.1,75.775,2019,
Denmark,82.125,30.775,57.475,64.25,99.5,117.5,2019,Europe
Dominican Republic,45.4,12.1,29.4,36.1,42.2,28.0,2019,North America
Ecuador,43.0,13.1,28.633333333333336,38.76666666666667,31.46666666666667,40.36666666666667,2019,South America
Egypt,26.7,4.85,16.2,23.6,22.75,23.799999999999997,2019,Africa
El Salvador,49.1,16.6,33.5,50.5,35.6,29.1,2019,North America
Estonia,51.55,14.9,34.0,38.25,51.099999999999994,76.6,2019,Europe
Fiji,49.4,31.6,40.9,55.4,36.2,32.3,2019,Oceania
Finland,77.35,29.55,54.35,64.85,82.0,107.8,2019,Europe
France,75.72,28.22,52.9,67.5,73.47999999999999,94.97999999999999,2019,Europe
Georgia,28.5,9.1,19.2,22.7,26.9,34.6,2019,Asia
Germany,68.31875,27.3,48.625,54.45625,63.65625,117.88125,2019,Europe
Ghana,52.7,35.3,44.4,47.1,32.3,12.8,2019,Africa
Greece,55.525,10.825,34.075,42.95,52.6,50.150000000000006,2019,Europe
Guatemala,42.9,14.1,29.1,39.0,34.0,43.4,2019,North America
Hong Kong (China),78.1,76.8,77.5,80.3,56.1,69.3,2019,
Hungary,42.2,13.5,28.450000000000003,33.1,35.0,55.8,2019,Europe
Iceland,102.2,50.9,77.5,89.9,119.0,93.1,2019,Europe
India,24.40666666666667,5.946666666666667,15.546666666666665,24.456666666666667,17.88,67.20333333333333,2019,Asia
Indonesia,38.55,9.25,24.5,42.025,20.725,29.35,2019,Asia
Iran,39.6,22.7,31.5,34.8,31.6,34.5,2019,Asia
Iraq,43.099999999999994,12.45,28.4,36.6,34.349999999999994,45.3,2019,Asia
Ireland,73.0,39.6,56.975,60.95,75.9,91.7,2019,Europe
Israel,74.6,30.25,53.325,60.425,82.9,93.575,2019,Asia
Italy,70.21428571428571,26.314285714285713,49.128571428571426,59.68571428571429,75.08571428571429,70.11428571428571,2019,Europe
Japan,84.0,29.8,57.95,83.05000000000001,51.9,99.80000000000001,2019,Asia
Jordan,56.8,12.5,35.5,46.5,52.8,41.0,2019,Asia
Kazakhstan,31.049999999999997,10.75,21.3,24.8,31.5,41.1,2019,Asia
Kenya,42.1,13.3,28.2,37.5,34.8,27.7,2019,Africa
Kosovo (Disputed Territory),25.8,8.3,17.4,22.8,20.0,66.0,2019,
Latvia,50.4,13.2,32.5,37.1,48.9,55.5,2019,Europe
Lebanon,60.4,29.6,45.6,45.3,58.2,49.1,2019,Asia
Lithuania,46.199999999999996,12.5,30.03333333333333,36.166666666666664,43.199999999999996,59.26666666666667,2019,Europe
Luxembourg,89.6,56.7,73.8,80.4,96.3,112.8,2019,Europe
Malaysia,42.9,11.066666666666668,27.633333333333336,47.833333333333336,25.2,69.16666666666667,2019,Asia
Malta,65.9,34.4,50.8,49.8,80.6,64.5,2019,Europe
Mexico,33.7875,10.6875,22.7,31.262500000000003,30.45,48.7625,2019,North America
Moldova,33.2,8.6,21.4,25.6,29.8,31.6,2019,Europe
Mongolia,35.3,9.3,22.8,33.3,24.5,30.1,2019,Asia
Montenegro,39.7,10.2,25.5,31.9,32.0,48.5,2019,Europe
Morocco,37.1,13.9,25.95,31.75,27.35,40.3,2019,Africa
Myanmar,54.9,29.1,42.5,56.6,24.9,13.6,2019,Asia
Namibia,44.7,19.2,32.5,41.4,39.4,61.3,2019,Africa
Nepal,31.2,5.1,18.7,28.0,20.6,25.3,2019,Asia
Netherlands,74.32222222222222,34.46666666666667,55.17777777777778,59.08888888888888,79.27777777777777,99.6,2019,Europe
New Zealand,73.3,34.96666666666667,54.9,66.13333333333334,68.86666666666666,106.56666666666666,2019,Oceania
Nicaragua,44.2,9.2,27.4,41.0,34.0,30.2,2019,North America
Nigeria,34.8,38.6,36.6,34.1,27.3,14.4,2019,Africa
North Macedonia,34.4,7.9,21.7,26.9,27.9,40.4,2019,Europe
Norway,101.05000000000001,38.6,71.075,90.75,114.5,105.925,2019,Europe
Oman,48.9,23.2,36.5,41.3,50.9,88.7,2019,Asia
Pakistan,21.775,4.8,13.625,19.225,18.224999999999998,38.85,2019,Asia
Panama,54.6,29.0,42.3,49.2,55.9,41.1,2019,North America
Paraguay,32.0,9.9,21.4,26.2,25.6,36.1,2019,South America
Peru,39.8,13.8,27.3,35.2,29.2,37.2,2019,South America
Philippines,36.6,11.2,24.425,32.675,22.2,28.65,2019,Asia
Poland,39.690909090909095,14.554545454545455,27.627272727272725,31.227272727272727,33.627272727272725,67.77272727272727,2019,Europe
Portugal,51.325,20.8,36.675,41.3,42.475,57.7,2019,Europe
Puerto Rico,66.5,22.0,45.1,64.4,55.9,101.6,2019,North America
Qatar,58.9,46.5,52.9,47.7,61.2,136.0,2019,Asia
